Customer ID,Internal Obligor ID,Obligor Name,City,Country,Industry Code,Internal Risk Rating,Taxpayer ID (TIN),Stock Exchange,Ticker Symbol,CUSIP,Internal Credit Facility ID,Origination Date,Maturity Date,Credit Facility Type,Credit Facility Purpose,Loan Amount,Outstanding Balance,Interest Rate,Collateral Type,Loan Status,Payment Frequency,Currency,Loan Grade,Syndicated Loan Flag,Disposition Flag,Guarantor ID,Guarantor Name,Guarantor Rating,Loan to Value Ratio,Debt Service Coverage Ratio,Total Assets,Total Liabilities,EBITDA,Net Income,Total Revenue,Total Equity,Cash Flow,Interest Coverage Ratio,Loan Default Probability
cfc93ab2-7715-4e11-b515-5a79f1e4bdf5,3bea29ee-68ad-4435-a850-e8491b2114f6,Kim and Sons,Port Denisehaven,BG,4391,E,523-21-8983,LSE,XNW,AtVzvN,7d76e2aa-55af-4c8f-9a33-d8be954e31fe,2022-08-11,2034-12-24,Revolving,Expansion,92193011.95,75618456.89,12.25,Equipment,Defaulted,Annually,EUR,BB,Yes,Disposed,3377349b-5429-4fa1-9111-f9c628f74039,"Munoz, Wilkins and Watson",C,0.94,2.73,201498462.04,364499183.29,79094504.21,18168963.67,140054138.44,88318146.82,22062455.01,9.38,0.03
672a4a87-922a-41e3-81ca-edbf86daed32,f51f7711-7540-4714-a191-d3753b263610,Ruiz-George,Acostafurt,IN,6940,A,179-43-6125,NASDAQ,guu,KKRJwL,802fd62f-a4a3-40a1-a6a7-a56aab92fb1f,2020-07-02,2031-08-09,Bridge Loan,Working Capital,76991432.0,32655100.54,2.94,Equipment,Active,Quarterly,GBP,BBB,No,Retained,0dcf8756-177b-4ac0-a8b9-3b9eda72572e,"Velasquez, Boyd and Bryant",C,0.95,2.66,297361302.02,302197577.11,78677461.86,49883135.34,426128512.81,191792577.39,9807463.98,9.35,0.19
29a21bd0-1f4e-4801-ba91-aa2616424444,f70580f8-56d3-4227-b46f-8db6376be9c7,"Powers, Mitchell and Wheeler",New Andrewland,TH,2266,C,782-07-6116,NYSE,elx,gjkeaS,f339c01a-020a-4b2f-b48d-c0ac1be9b58a,2020-12-26,2029-06-25,Other,Acquisition,88157585.65,68704406.56,10.54,None,Defaulted,Quarterly,INR,CCC,Yes,Disposed,ed7de22e-75a7-41d6-b35a-a9862a15c8b8,Ramirez LLC,B,0.74,1.21,457913402.65,196805673.96,62950377.23,37814522.01,385784071.2,156550126.29,20700190.19,3.49,0.26
e5dc141b-33bf-4a83-a9de-7cb49108f08b,4e96c363-7768-4948-843a-f8b1933ba19f,Santiago Group,Stephensburgh,KM,3927,E,547-20-2867,NYSE,lyq,zfbydy,b7d34336-920c-4f9c-b316-b77a512ca158,2022-09-18,2028-10-07,Bridge Loan,Working Capital,27353064.6,77606454.75,14.95,Equipment,Active,Monthly,INR,AA,Yes,Disposed,4474796b-0063-4ca1-aa5c-80e79dab5652,"Hull, Lara and Weber",D,0.91,1.02,211164980.25,221320491.61,75990911.17,32386896.97,14047948.92,77906283.39,2052619.85,6.79,0.25
12548b93-fb12-4419-9fc1-8ba7762a0633,ba2dbacc-ca4f-4b09-b04e-512349c0c621,Jimenez LLC,Jesseton,PT,1497,C,663-15-1185,NASDAQ,VWB,aEWbeX,8b05abcd-60fa-43eb-a1b8-f9ede281ef8a,2021-02-15,2026-08-22,Bridge Loan,Acquisition,98608702.74,14955034.0,3.56,Inventory,Closed,Quarterly,USD,AA,Yes,Disposed,c72deb8f-9566-416d-9c7d-819ab2a30d2f,Johnson-Blake,A,1.13,2.65,264736678.97,292375041.33,89162554.87,33760087.44,421116017.22,45565042.45,2850542.57,6.94,0.13
c5aa415d-074c-4387-a418-335b8db49380,93e0cd84-5b2e-4148-990d-54720c43323d,"Pugh, Hensley and Conway",Adamfurt,DE,2825,E,673-38-0651,N/A,mJJ,vzpwmz,df146f17-8446-49b6-b24a-037302e14c79,2020-02-13,2032-01-26,Term Loan,Working Capital,3266271.21,13159009.52,7.87,None,Closed,Annually,GBP,B,Yes,Retained,7b7519db-e4b7-427e-9add-1e99e6e4f45f,"Collins, Woodard and Stone",D,1.2,1.4,20421642.21,216574322.53,59655158.55,41402081.12,32421879.71,66437357.31,10983123.34,6.26,0.13
11b182d0-9480-4025-996f-a367b827c474,7f074bd2-9ba9-4c47-91e9-eaf7ea410b65,Alexander and Sons,South Shannon,GB,1008,A,649-64-6989,NYSE,HYu,swUnqi,c19bbd51-f741-4388-b7c4-8d2bd3491af0,2023-12-26,2028-12-11,Other,Expansion,76965142.1,30642712.5,1.55,None,Defaulted,Annually,USD,B,No,Retained,087aa852-4e91-4276-89c1-bb2be117ee35,Taylor-Parker,E,1.24,2.5,219656690.73,284252719.72,35632903.02,5504384.88,439043027.54,179419224.45,10378522.43,5.55,0.04
33362c50-d9a9-4d6e-a8d3-f3960b28e86d,1ef51cbf-6f40-42a5-94aa-b6ab993963e5,Ferguson and Sons,New Vincent,ST,5704,C,839-22-6574,NYSE,vQv,CDkiEE,c276eb80-8b5a-418e-9b28-31a0f731da78,2023-04-25,2028-10-11,Other,Working Capital,23723792.95,53047472.36,14.31,Equipment,Active,Quarterly,GBP,B,No,Retained,1a32fd4e-79fc-4b07-a198-5f990a5c574a,Harris-Gould,A,0.51,2.62,335569561.13,59551118.19,45655719.55,48260501.38,486361223.61,52599905.64,9717855.32,4.68,0.21
0949da69-4959-4a4f-83ec-e69c8952bc9f,f443659e-c33d-4e66-9ba7-557b7bfb6f37,Hernandez-Hamilton,Kaylaside,HR,7622,B,202-18-6165,NYSE,xzt,apymcW,8260872e-f1f1-49b0-9657-5917aeb82dc0,2022-12-06,2032-11-15,Term Loan,Expansion,40701507.24,27032619.76,10.87,Real Estate,Defaulted,Annually,GBP,BB,No,Disposed,1e5da302-9dd6-46d5-b882-e52ce07f9168,Smith Ltd,E,0.92,2.84,201844842.13,384364427.54,46419392.51,6341501.9,171201752.67,194529880.31,4041441.36,4.39,0.1
94154bb3-7d60-443f-91ad-a1e62805873b,9518f8a5-5099-4dcf-b53c-23289da43280,"Mcintyre, Molina and Buchanan",Bakerstad,BB,9926,D,534-33-9924,LSE,egv,IBsLIc,29190f20-9947-4f53-8b71-e9ff59f5b6d0,2022-06-25,2031-04-26,Term Loan,Working Capital,70389510.89,53506689.3,12.12,Equipment,Defaulted,Monthly,EUR,B,No,Retained,29b25aee-ed1e-44a3-a467-737f6944c9c0,Weber LLC,D,0.58,1.3,263694849.07,189414831.25,8845025.63,47024383.74,161759337.12,189726820.24,21134626.75,5.05,0.26
b7d7fec3-dfc2-4afc-b929-49158efde99b,e9d66538-f01e-48ad-8ef7-33ebdd8974cf,"Day, Robinson and Mathews",Port Edgartown,MM,7550,D,232-85-3684,NASDAQ,tfn,hfnEKp,1977ca26-9c54-4db9-a3e2-4e6375a0637c,2024-07-21,2033-04-29,Other,Acquisition,4814634.1,73263793.56,9.3,None,Active,Monthly,USD,BBB,No,Disposed,638469d1-6379-4b7f-bdf0-f80f7649235d,"Humphrey, Arnold and Bell",C,1.31,2.78,136980756.32,257092210.32,43450828.44,34793036.87,122646126.62,184687393.81,22491420.74,4.9,0.27
ee43619b-a43a-45ec-8ce7-903f853458b4,afe88065-cf15-4636-a0c6-6585357b7bad,Elliott-Fletcher,East Tammy,NP,6254,B,810-18-4424,NYSE,jrw,kVLNBV,84f99e9f-1c57-416d-834e-b7ae84db1732,2023-06-03,2032-07-26,Bridge Loan,Refinancing,25293124.88,22985907.66,7.07,Inventory,Defaulted,Quarterly,GBP,BB,Yes,Disposed,7c9d4070-356e-4049-bdd5-345b71b24868,Costa Inc,A,0.56,1.9,35591456.67,266541658.89,53584302.53,26258465.23,405180307.73,59622503.49,14233895.6,3.64,0.09
0be84b14-0d65-4b24-9e8b-13ce157f6df9,7d0343f3-65e4-4752-aa4a-622ee0bfc737,Zhang-Vance,Cunninghamville,SV,2193,E,513-23-3964,N/A,lpa,HqFTOh,d045e208-b9ae-4cb8-8de3-b2c4694f18e5,2022-06-11,2033-10-21,Term Loan,Acquisition,64788545.96,1295474.56,3.23,None,Active,Quarterly,EUR,AAA,Yes,Retained,275537c8-f0a0-4549-aa09-bb37c1c177b2,Gonzalez-Pacheco,D,1.22,1.18,246867502.87,262599870.74,70357645.96,22492724.18,13127095.91,26435417.8,28663671.62,5.87,0.02
ff3eafd7-b2f6-4a3c-b91a-4ee192cd6dfe,04397335-14f9-47ef-bba0-249ee3ce081d,Harrison PLC,Port Tracy,SI,9738,D,691-87-3532,LSE,qGw,BfrABO,7978fd50-68cc-406a-9f5a-b8bdd0ca869c,2020-10-11,2032-08-05,Term Loan,Refinancing,96005688.39,23376617.35,8.6,Inventory,Active,Annually,GBP,A,Yes,Retained,5f1f7ebb-411a-44f3-86dc-97ade81acb6d,Wilson Ltd,B,0.8,1.29,40637958.46,105102470.76,32343897.81,8739920.56,220422921.81,168632850.64,1624505.85,8.96,0.29
c2884907-642d-45e0-a911-dc1f1e1c308a,d9dde68d-df6b-4df2-8832-ddfc0bd024fc,Shelton-Merritt,New Johnmouth,CF,2209,C,787-65-8717,LSE,DMl,mikZCp,93dd024a-d705-44e1-9f48-63d5fe1c513b,2024-03-19,2034-12-19,Bridge Loan,Expansion,19797381.33,74749751.43,13.05,Real Estate,Active,Monthly,INR,BBB,No,Disposed,b2a29cee-abe9-4d83-9d29-b0a335ab803f,"Lopez, Perez and Smith",D,0.88,2.38,136470834.73,365920635.59,69721246.11,20250091.64,230555807.46,115697307.55,17061429.6,3.68,0.25
7e23c61c-4417-4038-95c6-e9af7c628408,d10bff42-504b-4b6f-9922-3cb7d0905682,"Stephens, Obrien and Frye",North Jason,TV,4298,A,180-87-9311,NYSE,wwP,IVyhOX,ebdb1576-d1b7-4dfe-973d-215b42d44ec9,2020-11-15,2033-05-26,Other,Expansion,98370436.1,56928063.38,14.87,Equipment,Active,Annually,EUR,CCC,No,Retained,5cb54a75-29f2-4d62-a967-4170ac719925,Stevens-White,A,1.0,2.74,253184875.37,51917759.62,69473687.28,20042607.36,400214894.33,5905071.84,14535385.19,1.35,0.06
b39ae78e-0ad7-4d4e-8d3a-083131b8b06c,5e01caed-0054-417e-9c1e-63b2431411a6,Smith PLC,Johnsonview,CA,5169,B,684-83-1135,N/A,SnO,vBHKHy,9d02746d-1622-4d10-8e29-f1ce5b957d6d,2023-07-16,2028-04-25,Term Loan,Expansion,5003877.51,54872522.31,13.54,None,Closed,Quarterly,USD,BBB,Yes,Retained,5111281b-abef-4827-a2a0-2de6daf20313,"Wright, Payne and Fisher",C,0.83,1.31,232181092.28,126211156.59,76651209.44,1745110.39,291212289.53,47344521.26,11205167.05,3.03,0.24
41fb351f-99aa-476c-8db3-4ff8d7b52794,11d0daa8-a434-4866-959a-496bbaabd316,"Rivera, Jones and Dyer",South Haley,BO,4251,C,335-56-6203,NYSE,kiM,aJZcGJ,d9e7c389-3502-4f5c-97a0-d1c8642e2d94,2022-05-09,2033-09-04,Term Loan,Expansion,44294712.59,73012767.91,8.63,Equipment,Closed,Annually,USD,CCC,No,Retained,080dc1ba-5be5-4985-8148-dd5098f72efe,Knox and Sons,E,1.23,2.53,452087043.49,21015713.56,52227906.37,23743902.4,159615126.99,47215841.38,29422389.86,9.22,0.22
f2cc119d-0f51-4c6e-bcfe-7b7ecaf5de1d,b3af23f2-03ed-4031-a6e2-70a2a115c6ab,"Stephens, Nelson and Hall",Bridgetberg,TN,8411,B,898-80-9984,N/A,Cpm,AVIxWd,1af3c551-1eb3-4297-8b3f-b39105512e4f,2020-04-18,2027-12-11,Other,Refinancing,69265625.63,27527993.26,3.99,Equipment,Active,Quarterly,INR,AA,Yes,Retained,8b204b2f-57d9-4fb2-a611-7dad68a964b7,Peterson-Miller,B,0.67,2.92,63521817.43,148878601.63,14131015.0,41817288.96,312777002.23,82028043.65,11465722.77,5.93,0.24
df32c49d-bfba-40ed-8c55-fbc9c02081eb,ab8ba761-a9fc-45c0-a82e-c40572253029,Adams Inc,Susanbury,CI,4351,D,673-90-8702,N/A,UHI,JMGgOR,4cb47ebf-13c1-43f1-b2a8-e57ab87fe508,2022-07-15,2027-05-07,Bridge Loan,Acquisition,89747000.94,69335012.81,9.37,Inventory,Active,Monthly,EUR,CCC,No,Disposed,a21f1cac-c6e6-4873-8213-62358ebd5835,Hall-Stanley,E,1.37,2.5,449935925.35,99809279.65,24962262.02,37967357.76,250662651.61,80582898.61,8295486.11,7.25,0.21
4507cfd0-2ea9-49ef-9c1e-2215afbe6b34,aad34542-8553-4be3-ab1c-0babad997a64,"Perez, Smith and James",Burtonmouth,TW,1582,E,542-94-1017,N/A,JHL,DPxiah,ef4cfd91-1c87-44df-bbc1-c23c4337a23a,2023-10-22,2032-04-26,Bridge Loan,Working Capital,36951136.96,63953975.66,12.54,Equipment,Active,Annually,EUR,BB,No,Retained,fc47915c-41c5-483c-acb9-01c7f0c11428,Miller Group,C,0.87,2.16,199982645.96,304711208.2,81928911.36,22504151.5,368367470.49,17296048.27,2500556.89,1.59,0.17
3076de7c-757c-44d3-9c1d-159e96ecfcd2,a881ad10-b388-475e-8e82-ddd72b9adc05,Meadows LLC,South Sheryl,AL,1094,D,652-39-5742,LSE,Otg,DWolKF,6e4f97e1-7c4a-40c1-afff-c2a689a8f460,2024-09-21,2032-07-01,Other,Expansion,98278357.83,70823119.58,3.31,Equipment,Closed,Annually,EUR,BBB,No,Disposed,29c82803-c7dc-4566-b690-d5580183e8d2,Gomez PLC,A,1.34,1.92,107645460.7,399986283.77,22402901.72,9435472.23,65824026.49,64683974.59,3589425.87,3.67,0.17
0822cc6e-6051-40dc-9820-c66535d1a0df,46129e55-d8d8-43cc-ba51-62fca0504775,"Greer, Ford and Kelly",Port Dawnport,BO,1493,A,732-18-8372,NYSE,NzN,rCyaNE,f72515b9-f88d-4cc0-868f-aaa660fa8eae,2023-04-02,2034-10-30,Term Loan,Expansion,48081637.17,47343909.79,13.88,None,Active,Annually,INR,B,Yes,Disposed,31b5b8df-85c7-4b50-9bd5-8b0df43a2752,Mcintosh Ltd,D,1.45,2.33,98001432.34,188136157.08,17496663.39,7684117.19,498447086.3,170047501.98,23317338.97,8.39,0.18
b55768fe-6942-4f1f-83f8-004c5f8ba07d,667acdd5-c552-435b-9b9b-f87274e9e2e8,Dalton-Reyes,Lake Ericside,IS,9298,D,178-82-1045,N/A,OIN,vmjgrh,3be240d0-c6b1-462d-a8a3-23d6b7184285,2021-05-30,2031-01-17,Revolving,Refinancing,34453329.96,50415164.11,14.59,Inventory,Active,Quarterly,INR,AAA,No,Disposed,fbdd9596-9c9f-4c9a-846f-2753d3266f2a,"Deleon, Turner and Brown",D,1.33,2.88,497665960.5,171455542.18,25860993.23,49111378.84,105399927.66,39208278.25,9042088.04,2.14,0.25
